run, name, in_degree, out_degree, total_degree, distance, exp_utility, exp_gini, mutual_info, exp_independent, size_before, min, max
11, LVFAILURE, 0, 3, 3, 2, 0.06740440000000006, 0.05958628839800012, 0.14055305077356572, 29.099999999999998, 28, 29, 31
12, HISTORY, 1, 0, 1, 3, 0.06932254500000012, 0.04825203446023457, 0.0988646616875144, 29.891000000000002, 29, 28, 30
12, PCWP, 1, 0, 1, 2, 0.18605490994999996, 0.12312153354454086, 0.32338990459875316, 31.126375, 29, 31, 32
12, LVEDVOLUME, 2, 2, 4, 1, 0.20445594500000003, 0.18079146995000012, 0.44287424769564104, 33, 29, 33, 33
12, LVFAILURE, 0, 3, 3, 2, 0.0778905000000001, 0.06608456595000017, 0.1351877381014681, 31.050000000000004, 29, 31, 32
12, STROKEVOLUME, 2, 1, 3, 3, 0.07010145000000008, 0.029577887640714506, 0.0687226839197741, 29.857000000000003, 29, 29, 30
13, HISTORY, 1, 0, 1, 3, 0.059989916000000046, 0.043507278890401346, 0.1039150381142222, 29.9455, 30, 29, 30
13, PCWP, 1, 0, 1, 2, 0.27963044636800005, 0.20593387343676467, 0.5178008720127723, 32.114341, 30, 32, 33
13, HYPOVOLEMIA, 0, 2, 2, 2, 0.15904160000000006, 0.089772540728, 0.22230962102242824, 29.200000000000003, 30, 29, 30
13, LVEDVOLUME, 2, 2, 4, 1, 0.3072862048, 0.26359082887800006, 0.6516045470858907, 34, 30, 34, 34
13, LVFAILURE, 0, 3, 3, 2, 0.06740440000000006, 0.059586288398000176, 0.14055305077356572, 31.099999999999998, 30, 31, 33
14, HISTORY, 1, 0, 1, 3, 0.05998991600000014, 0.0435072788904014, 0.1039150381142222, 28.9455, 29, 28, 29
14, PCWP, 1, 0, 1, 2, 0.27963044636800005, 0.20593387343676484, 0.5178008720127724, 31.114341, 29, 31, 32
14, HYPOVOLEMIA, 0, 2, 2, 2, 0.15904159999999998, 0.08977254072799995, 0.22230962102242824, 28.200000000000003, 29, 28, 29
14, LVEDVOLUME, 2, 2, 4, 1, 0.30728620479999996, 0.26359082887800006, 0.6516045470858907, 33, 29, 33, 33
14, LVFAILURE, 0, 3, 3, 2, 0.06740440000000006, 0.059586288398000065, 0.14055305077356584, 30.100000000000005, 29, 30, 32
15, HISTORY, 1, 0, 1, 3, 0.05998991600000006, 0.04350727889040129, 0.10391503811422242, 30.945500000000003, 31, 30, 31
15, PCWP, 1, 0, 1, 2, 0.27963044636799994, 0.20593387343676445, 0.5178008720127721, 33.114341, 31, 33, 34
15, HYPOVOLEMIA, 0, 2, 2, 2, 0.15904160000000006, 0.08977254072800012, 0.22230962102242846, 30.2, 31, 30, 31
15, LVEDVOLUME, 2, 2, 4, 1, 0.30728620479999996, 0.26359082887800006, 0.6516045470858909, 34.99999999999999, 31, 35, 35
15, LVFAILURE, 0, 3, 3, 2, 0.06740440000000006, 0.059586288398000065, 0.14055305077356606, 32.1, 31, 32, 34
16, HREKG, 2, 0, 2, 1, 0.16237799987219273, 0.142412323315752, 0.3526322115353146, 31.896556667540253, 32, 31, 32
16, HRSAT, 2, 0, 2, 1, 0.16237799987219273, 0.142412323315752, 0.3526322115353146, 31.896556667540253, 32, 31, 32
17, HREKG, 2, 0, 2, 1, 0.1549854036624569, 0.13339482751458254, 0.3243916020481238, 31.048909589377292, 31, 30, 32
17, HRSAT, 2, 0, 2, 1, 0.1549854036624569, 0.13339482751458254, 0.3243916020481238, 31.048909589377292, 31, 30, 32
18, HREKG, 2, 0, 2, 1, 0.16044051713679763, 0.14004011871187577, 0.3450554124330877, 31.89738560340342, 32, 31, 32
18, HRSAT, 2, 0, 2, 1, 0.16044051713679763, 0.14004011871187577, 0.3450554124330877, 31.89738560340342, 32, 31, 32
19, HREKG, 2, 0, 2, 1, 0.1522376008006745, 0.13006711979057956, 0.31432175114842065, 34.07033402864636, 34, 33, 35
19, HRSAT, 2, 0, 2, 1, 0.1522376008006745, 0.13006711979057956, 0.31432175114842065, 34.07033402864636, 34, 33, 35
20, INTUBATION, 0, 5, 5, 2, 0.06534900569977799, 0.028743314709064993, 0.09502663567581726, 27.226245301129307, 30, 16, 28
20, VENTTUBE, 2, 2, 4, 2, 0.03440388901625126, 0.020895338618426212, 0.06934841235444034, 29.911484094745973, 30, 26, 31
20, VENTLUNG, 3, 3, 6, 1, 0.1325891445322933, 0.0772286275909633, 0.26198456921913893, 28.93630582474871, 30, 24, 33
20, VENTALV, 2, 2, 4, 2, 0.11011436825204117, 0.045099122021370175, 0.1698306106215961, 28.53025406821848, 30, 19, 30
21, INTUBATION, 0, 5, 5, 2, 0.022763485764182415, 0.008433620577179501, 0.03532479617953499, 27.772339321497633, 29, 14, 28
21, VENTTUBE, 2, 2, 4, 2, 0.040908643103979535, 0.022318542806016944, 0.07154138941628896, 30.512752010726704, 29, 27, 31
21, VENTLUNG, 3, 3, 6, 1, 0.0979819026234671, 0.06451041266218782, 0.21290319574436156, 29.451287413419006, 29, 27, 33
21, VENTALV, 2, 2, 4, 2, 0.08231374602148474, 0.030186738444315075, 0.13053728584513125, 28.97286467180639, 29, 24, 30
21, ARTCO2, 1, 2, 3, 1, 0.049056490888557916, 0.022087900284869955, 0.09021194399834587, 25.589872477293813, 29, 21, 26
22, INTUBATION, 0, 5, 5, 2, 0.0623516328470641, 0.02595691038147724, 0.0880955670790613, 29.120000000240154, 32, 16, 30
22, VENTTUBE, 2, 2, 4, 2, 0.033202526005978734, 0.01980512681406088, 0.06694677197405963, 31.95555200017273, 32, 28, 33
22, VENTLUNG, 3, 3, 6, 1, 0.12770863205188662, 0.0740845550636813, 0.25062579200050006, 30.977232646256418, 32, 27, 35
22, VENTALV, 2, 2, 4, 2, 0.10789697600216946, 0.04365855417977038, 0.16727508640612765, 30.231791062461017, 32, 18, 32
23, HRBP, 2, 0, 2, 1, 0.2926429724745254, 0.26634152008354295, 0.6348869435364173, 33.03885558606633, 30, 11, 34
23, HREKG, 2, 0, 2, 1, 0.25984897187375583, 0.23717056747421733, 0.5217415881716161, 32.462912554238116, 30, 31, 33
23, HRSAT, 2, 0, 2, 1, 0.25984897187375583, 0.23717056747421733, 0.5217415881716161, 32.462912554238116, 30, 31, 33
23, CATECHOL, 4, 1, 5, 1, 0.15318259341158677, 0.12436624559849896, 0.2415078320171462, 29.999999999999996, 30, 30, 30
23, CO, 2, 1, 3, 1, 0.22502328135891272, 0.141831531296209, 0.3538634337274387, 31.66254578136206, 30, 26, 34
24, HRBP, 2, 0, 2, 1, 0.23424777536500996, 0.20960596154980835, 0.5121736782963512, 30.52602513048132, 28, 28, 31
24, HREKG, 2, 0, 2, 1, 0.22122243351172666, 0.19939306107736388, 0.46036005511266836, 30.416730978294332, 28, 28, 31
24, HRSAT, 2, 0, 2, 1, 0.22122243351172666, 0.19939306107736388, 0.46036005511266836, 30.416730978294332, 28, 28, 31
24, CATECHOL, 4, 1, 5, 1, 0.09781040436633223, 0.07941054202436329, 0.15808273427453545, 27.999999999999996, 28, 28, 28
24, CO, 2, 1, 3, 1, 0.21206202546630176, 0.13808082930632476, 0.36522239895201536, 30.03798968543108, 28, 23, 32
25, HRBP, 2, 0, 2, 1, 0.27396723448400323, 0.2496559128480048, 0.5805663925094415, 33.40564571356278, 31, 30, 34
25, HREKG, 2, 0, 2, 1, 0.25984897187375583, 0.23717056747421733, 0.5217415881716161, 33.462912554238116, 31, 32, 34
25, HRSAT, 2, 0, 2, 1, 0.25984897187375583, 0.23717056747421733, 0.5217415881716161, 33.462912554238116, 31, 32, 34
25, CATECHOL, 4, 1, 5, 1, 0.15318259341158677, 0.12436624559849896, 0.2415078320171462, 30.999999999999996, 31, 31, 31
25, CO, 2, 1, 3, 1, 0.22502328135891272, 0.141831531296209, 0.3538634337274387, 32.662545781362056, 31, 27, 35 
26, ERRLOWOUTPUT, 0, 1, 1, 1, 0.05819515062674929, 0.02742131704274292, 0.08035197826015794, 31.05, 31, 31, 32
26, HREKG, 2, 0, 2, 2, 0.09553197895583387, 0.0470372161033272, 0.13523163150000178, 30.92333016144902, 31, 17, 32
26, HR, 1, 4, 5, 1, 0.10955421251315764, 0.09125512003126042, 0.24149541081026393, 33.0, 31, 33, 33
26, CO, 2, 1, 3, 2, 0.07608230848627637, 0.03051337770076981, 0.0970468775667952, 30.405302982911643, 31, 10, 32
27, ERRLOWOUTPUT, 0, 1, 1, 1, 0.0708438147932208, 0.06138747200444866, 0.18141832431821325, 29.150000000000002, 29, 29, 32
27, HREKG, 2, 0, 2, 2, 0.23175492843605605, 0.19949772144635639, 0.4344872145973633, 29.16598259610847, 29, 29, 30
27, HRSAT, 2, 0, 2, 2, 0.23175492843605605, 0.19949772144635639, 0.4344872145973633, 29.16598259610847, 29, 29, 30
27, CATECHOL, 4, 1, 5, 2, 0.13329259819471706, 0.10329308632771012, 0.20091760270135783, 29.191005544777934, 29, 29, 31
27, HR, 1, 4, 5, 1, 0.2694389159075915, 0.2486297807892661, 0.5729163148079149, 32.0, 29, 32, 32
28, ERRLOWOUTPUT, 0, 1, 1, 1, 0.07620877147545813, 0.06762605445223535, 0.19327047309575573, 29.199999999999996, 29, 29, 33
28, HREKG, 2, 0, 2, 2, 0.18222159949924638, 0.15404856108054343, 0.3564661729665958, 30.0, 29, 30, 30
28, HRSAT, 2, 0, 2, 2, 0.18222159949924638, 0.1540485610805434, 0.3564661729665958, 30, 29, 30, 30
28, CATECHOL, 4, 1, 5, 2, 0.06236349339680941, 0.048327647554172626, 0.0973373648256658, 29.08439193708342, 29, 29, 31
28, HR, 1, 4, 5, 1, 0.21326891267269493, 0.19607553990668491, 0.47476077189641597, 33, 29, 33, 33
28, CO, 2, 1, 3, 2, 0.15913937878395784, 0.08194294441129013, 0.21980657517711066, 29.959820290312496, 29, 23, 32
29, HREKG, 2, 0, 2, 2, 0.3618207446010462, 0.3265983547008348, 0.6244992297553065, 28.751241187832896, 26, 27, 31
29, HRSAT, 2, 0, 2, 2, 0.3618207446010462, 0.3265983547008348, 0.6244992297553065, 28.751241187832896, 26, 27, 31
29, TPR, 1, 2, 3, 3, 0.24607712471363208, 0.1410316907547391, 0.23913445505558495, 23.137700046947156, 26, 14, 27
29, CATECHOL, 4, 1, 5, 2, 0.3091957536786164, 0.24796040453952256, 0.4426161753905985, 28.500020019670217, 26, 28, 30
29, HR, 1, 4, 5, 1, 0.41680306257079236, 0.40201449144128515, 0.8430605769686564, 32, 26, 32, 32
29, CO, 2, 1, 3, 2, 0.35250484481348027, 0.2786377832093735, 0.538541046508416, 27.59771486822734, 26, 20, 29
29, BP, 2, 0, 2, 3, 0.10592209890198295, 0.033047449781744676, 0.05734827531318876, 21.816571425774047, 26, 10, 26
30, HRBP, 2, 0, 2, 2, 0.22540940993982383, 0.18976040454944226, 0.4404962928039411, 29.939424456519202, 29, 29, 30
30, ERRCAUTER, 0, 2, 2, 1, 0.1323205388048883, 0.1141158404733772, 0.31432175114842065, 29.39999998768017, 29, 29, 33
30, HRSAT, 2, 0, 2, 2, 0.3456147369339104, 0.31742271908996683, 0.7390737091167682, 31.632351430001762, 29, 30, 32
30, CATECHOL, 4, 1, 5, 2, 0.12667780094168132, 0.09487203249270426, 0.19157694112946222, 29.0, 29, 29, 29
30, HR, 1, 4, 5, 1, 0.24698167492668816, 0.2198517572513786, 0.5217415881716163, 32.19911950525431, 29, 32, 34
30, CO, 2, 1, 3, 2, 0.2027654746517757, 0.1307347946261438, 0.31653697476065146, 29.860722342493936, 29, 26, 31
31, HRBP, 2, 0, 2, 2, 0.22540940993982383, 0.18976040454944226, 0.44049629280394087, 29.939424456519202, 29, 29, 30
31, ERRCAUTER, 0, 2, 2, 1, 0.1323205388048883, 0.1141158404733772, 0.3143217511484204, 29.39999998768017, 29, 29, 33
31, HRSAT, 2, 0, 2, 2, 0.34561473693391037, 0.31742271908996683, 0.739073709116768, 31.462912554238116, 29, 30, 32
31, CATECHOL, 4, 1, 5, 2, 0.1266778009416813, 0.09487203249270426, 0.191576941129462, 29, 29, 29, 29
31, HR, 1, 4, 5, 1, 0.24698167492668816, 0.2198517572513786, 0.5217415881716161, 32.19911950525431, 29, 32, 34
31, CO, 2, 1, 3, 2, 0.1932358793284215, 0.11860323310582443, 0.29175490592422215, 30.163686885770026, 29, 28, 31
32, HRBP, 2, 0, 2, 2, 0.32655368229283194, 0.2805953420508698, 0.5833643805660125, 29.175179183630043, 26, 27, 30
32, ERRCAUTER, 0, 2, 2, 1, 0.10222493939566263, 0.08419183616675724, 0.26097620586641634, 26.599999968057016, 26, 26, 32
32, HRSAT, 2, 0, 2, 2, 0.4167414530256248, 0.39280416736467416, 0.8444164946805296, 30.81512632041294, 26, 29, 31
32, TPR, 1, 2, 3, 3, 0.2141858931739703, 0.11702770908479132, 0.21566665974975763,  24.62320002949553, 26, 19, 27
32, CATECHOL, 4, 1, 5, 2, 0.26641094205271076, 0.1995215212369572, 0.37595022792207466, 28, 26, 28, 28
32, HR, 1, 4, 5, 1, 0.35533981827920214, 0.3190117770979802, 0.6878912753880547, 31.336091167644803, 26, 31, 33
32, CO, 2, 1, 3, 2, 0.2646186753822368, 0.1840184051761471, 0.3810609017491965, 27.453748553976308, 26, 25, 29
32, BP, 2, 0, 2, 3, 0.09126212335068995, 0.027191902725888284, 0.05021978423596396, 22.084552048495738, 26, 11, 26
33, HRBP, 2, 0, 2, 2, 0.2959670109537368, 0.2532982273445785, 0.5434349638252888, 29.19195849872513, 27, 28, 30
33, ERRCAUTER, 0, 2, 2, 1, 0.11309774835190795, 0.09413142468168034, 0.27954021755084035, 27.49999997743413, 27, 27, 32
33, HRSAT, 2, 0, 2, 2, 0.39644621635586075, 0.37114705680691745, 0.8178837692345983, 30.567512654868253, 27, 29, 31
33, TPR, 1, 2, 3, 3, 0.16867057042451433, 0.07257890300616782, 0.1435225233529367, 24.920300020324163, 27, 20, 27
33, CATECHOL, 4, 1, 5, 2, 0.22361250986371667, 0.1674687525664597, 0.3218795662996734, 28, 27, 28, 28
33, HR, 1, 4, 5, 1, 0.32272384706896884, 0.28894222020535143, 0.6404043576557216, 31.286606632956335, 27, 31, 33
33, CO, 2, 1, 3, 2, 0.240362395850872, 0.15981063583313648, 0.3479334796410116, 27.563387454785367, 27, 25, 29
34, STROKEVOLUME, 2, 1, 3, 3, 0.057462529142364986, 0.04105545240994035, 0.10241401665748395, 27.04533216788698, 27, 27, 28
34, HRBP, 2, 0, 2, 2, 0.11813155044571548, 0.09477956700737658, 0.2651604394338517, 28.97821333974373, 27, 27, 29
34, HREKG, 2, 0, 2, 2, 0.2593576592135861, 0.23187331029603656, 0.588324824923758, 29.919197004428412, 27, 29, 30
34, ERRCAUTER, 0, 2, 2, 1, 0.15625264969548153, 0.14393888522420603, 0.36943269190384753, 27.39999999440873, 27, 27, 31
34, CATECHOL, 4, 1, 5, 2, 0.06314241110458745, 0.04787974738978579, 0.11888201388359476, 27.04710877910313, 27, 27, 28
34, HR, 1, 4, 5, 1, 0.12178510355228407, 0.11015282856705003, 0.30185479725571307, 30.080736916455162, 27, 30, 32
35, HRBP, 2, 0, 2, 2, 0.22540940993982367, 0.18976040454944218, 0.44049629280394076, 29.939424456519205, 29, 29, 30
35, HREKG, 2, 0, 2, 2, 0.34561473693391026, 0.31742271908996667, 0.7390737091167681, 31.462912554238113, 29, 30, 32
35, ERRCAUTER, 0, 2, 2, 1, 0.1323205388048883, 0.11411584047337708, 0.31432175114842076, 29.39999998768017, 29, 29, 33
35, CATECHOL, 4, 1, 5, 2, 0.1266778009416812, 0.09487203249270415, 0.191576941129462, 28.999999999999996, 29, 29, 29
35, HR, 1, 4, 5, 1, 0.24698167492668804, 0.21985175725137848, 0.5217415881716161, 32.19911950525431, 29, 32, 34
35, CO, 2, 1, 3, 2, 0.19225993926251173, 0.11741948250139589, 0.28924743356594007, 29.971630322434585, 29, 27, 31
36, HRBP, 2, 0, 2, 2, 0.17243009693196415, 0.14187955600574165, 0.3538411190691334, 27.129883528947634, 27, 27, 28
36, HREKG, 2, 0, 2, 2, 0.305535716141382, 0.27537864725234806, 0.6673148384645233, 28.671627240248696, 27, 27, 29
36, ERRCAUTER, 0, 2, 2, 1, 0.14396466195780935, 0.12771952691722108, 0.33671149727575456, 27.299999993364626, 27, 27, 30
36, CATECHOL, 4, 1, 5, 2, 0.05474658987430955, 0.041001029500120245, 0.08639932901563518, 27, 27, 27, 27
36, HR, 1, 4, 5, 1, 0.18986976615691342, 0.16810465448716855, 0.423614768770759, 29.14612455247183, 27, 29, 31
37, HREKG, 2, 0, 2, 2, 0.17886009714097972, 0.10258950314293999, 0.26404415447496987, 28.555801568910386, 29, 23, 29
37, ERRCAUTER, 0, 2, 2, 1, 0.10521342994444506, 0.04671914855362619, 0.13127711536773468, 29.09999998372988, 29, 29, 30
37, HR, 1, 4, 5, 1, 0.13575176453969096, 0.09990095362623527, 0.23690243241663322, 29.977589981726663, 29, 29, 31
38, HRBP, 2, 0, 2, 2, 0.21273345663855547, 0.17830733250222883, 0.42051995804467035, 29.939373377926294, 29, 29, 30
38, HREKG, 2, 0, 2, 2, 0.33613528344338395, 0.3074543311362, 0.7228454491929741, 31.48409513092738, 29, 30, 32
38, ERRCAUTER, 0, 2, 2, 1, 0.13526700220061133, 0.11745133162336907, 0.3198869465709323, 29.3999999885589, 29, 29, 33
38, CATECHOL, 4, 1, 5, 2, 0.109418261787112, 0.08194595114846609, 0.16708204464571264, 29, 29, 29, 29
38, HR, 1, 4, 5, 1, 0.23333073378799946, 0.20746311391136446, 0.4990308451585588, 32.185709505445054, 29, 32, 34
38, CO, 2, 1, 3, 2, 0.17384957551914493, 0.09881522694433481, 0.25377237709537837, 29.2494106204757, 29, 23, 31
39, HRBP, 2, 0, 2, 2, 0.22549873732680759, 0.18984109357731535, 0.4406354445170433, 29.939424823685336, 29, 29, 30
39, HREKG, 2, 0, 2, 2, 0.3456812534121577, 0.31749271657928935, 0.739185968026041, 31.462760288401306, 29, 30, 32
39, ERRCAUTER, 0, 2, 2, 1, 0.1322993588643901, 0.11409212610590386, 0.31428198300476096, 29.39999998767385, 29, 29, 33
39, CATECHOL, 4, 1, 5, 2, 0.12679955622628808, 0.0949632179350745, 0.19174821185165136, 29, 29, 29, 29
39, HR, 1, 4, 5, 1, 0.24707783728759958, 0.21993907945045, 0.5219000339374653, 32.19921589979934, 29, 32, 34
39, CO, 2, 1, 3, 2, 0.18407992657969757, 0.10771205265908823, 0.26859475210361405, 29.548129316555265, 29, 25, 31
40, HRBP, 2, 0, 2, 2, 0.3501729062111423, 0.30142525245384993, 0.6114674547190152, 30.218151443096744, 27, 28, 31
40, HREKG, 2, 0, 2, 2, 0.4308006615697385, 0.40800581398181074, 0.8594679568750428, 31.81988989985075, 27, 30, 32
40, ERRCAUTER, 0, 2, 2, 1, 0.09147489306139668, 0.07533341301072177, 0.24338778601077715, 27.599999963247996, 27, 27, 33
40, TPR, 1, 2, 3, 3, 0.2595425994397863, 0.17184570701158325, 0.30829034509786246, 27.4058000089354, 27, 26, 28
40, CATECHOL, 4, 1, 5, 2, 0.30018061928043505, 0.22481243954624902, 0.4172193911964408, 29, 27, 29, 29
40, HR, 1, 4, 5, 1, 0.3803238315307391, 0.3423418756379152, 0.7226510303782978, 32.38501698332287, 27, 32, 34
40, CO, 2, 1, 3, 2, 0.2831890405311347, 0.20359502392133244, 0.4060262242219925, 28.345347561910806, 27, 26, 30 
40, BP, 2, 0, 2, 3, 0.09951215850772505, 0.034194921982419024, 0.060580851127729485, 24.806502416817416, 27, 21, 27
41, HRBP, 2, 0, 2, 2, 0.2966145205641919, 0.2538784095479256, 0.5443129894819603, 30.192785305842314, 28, 29, 31
41, HREKG, 2, 0, 2, 2, 0.3968912328758011, 0.3716200406666925, 0.8185040907088557, 31.56681195467226, 28, 30, 32
41, ERRCAUTER, 0, 2, 2, 1, 0.11289001134777761, 0.09393228258441827, 0.27917818378326154, 28.499999977356687, 28, 28, 33
41, TPR, 1, 2, 3, 3, 0.17475862738870146, 0.0779961622841111, 0.15426623380158055, 23.543500045123757, 28, 13, 28
41, CATECHOL, 4, 1, 5, 2, 0.22451167148105192, 0.16814215618999834, 0.3230360258476799, 29.0, 28, 29, 29
41, HR, 1, 4, 5, 1, 0.32341624398534774, 0.28957773238128026, 0.6414350275177906, 32.287552089550815, 28, 32, 34
41, CO, 2, 1, 3, 2, 0.24087742286419972, 0.16031230972434463, 0.3486432022346243,  28.561292682702856, 28, 26, 30
42, HRBP, 2, 0, 2, 2, 0.22540940993982383, 0.18976040454944226, 0.44049629280394087, 30.939424456519202, 30, 30, 31
42, HREKG, 2, 0, 2, 2, 0.34561473693391037, 0.31742271908996683, 0.739073709116768, 32.462912554238116, 30, 31, 33
42, ERRCAUTER, 0, 2, 2, 1, 0.1323205388048883, 0.1141158404733772, 0.3143217511484204, 30.399999987680168, 30, 30, 34
42, CATECHOL, 4, 1, 5, 2, 0.1266778009416813, 0.09487203249270426, 0.191576941129462, 30, 30, 30, 30
42, HR, 1, 4, 5, 1, 0.24698167492668816, 0.2198517572513786, 0.5217415881716161, 33.19911950525431, 30, 33, 35
42, CO, 2, 1, 3, 2, 0.18400836600524506, 0.10764918515619121, 0.2684915191684141, 30.548509710100106, 30, 26, 32
43, HISTORY, 1, 0, 1, 3, 0.12865973029657296, 0.04908631583297529, 0.07392380609610183, 27.644155519259602, 20, 27, 30
43, CVP, 1, 0, 1, 2, 0.27023265217786585, 0.17838638162365655, 0.3009960921789664, 31.685043878780185, 20, 31, 32
43, PCWP, 1, 0, 1, 2, 0.3681430334017303, 0.27741268336634894, 0.4673907289916822, 31.574552530512143, 20, 31, 32
43, LVEDVOLUME, 2, 2, 4, 1, 0.3916415248954577, 0.31201099655193193, 0.5342817728511277, 32.80166199268389, 20, 32, 34
43, LVFAILURE, 0, 3, 3, 2, 0.14456149471525048, 0.058996896946707844, 0.08929899574934375, 29.15010396865094, 20, 28, 33
43, STROKEVOLUME, 2, 1, 3, 1, 0.10524565536244669, 0.048627553458756634, 0.07758400062348514,  29.27223538055787, 20, 29, 34
43, HRBP, 2, 0, 2, 4, 0.04751736902206384, 0.005976713330995587, 0.008661188623090399, 27.0905888446895, 20, 27, 28
43, HREKG, 2, 0, 2, 4, 0.029669920166367318, 0.0019971753789347346, 0.0028850772367517985, 23.7625305771041, 20, 23, 26
43, HRSAT, 2, 0, 2, 4, 0.029669920166367318, 0.0019971753789346236, 0.0028850772367515765, 23.7625305771041, 20, 23, 26
43, PVSAT, 2, 1, 3, 6, 0.008261258881998591, 2.0529827366300157E-4, 2.9645847576620366E-4, 20.047734508983442, 20, 8, 23
43, SAO2, 2, 1, 3, 5, 0.008023159666984636, 1.934488505337395E-4, 2.793501332150061E-4, 19.50861578244487, 20, 5, 23
43, VENTALV, 2, 2, 4, 6, 0.009332812925206636, 2.3720386171821595E-4, 3.425497459850213E-4, 20.39732914946951, 20, 11, 23
43, ARTCO2, 1, 2, 3, 5, 0.009781472441785814, 2.496686211178045E-4, 3.605611683480392E-4, 19.278280903867216, 20, 7, 23
43, CATECHOL, 4, 1, 5, 4, 0.018890340354158167, 0.001502189761104833, 0.0021698936807300617, 24.275499971258164, 20, 24, 26
43, HR, 1, 4, 5, 3, 0.051634883365578865, 0.016651214392640667, 0.025297047851711274, 28.15101604371131, 20, 28, 30
44, CVP, 1, 0, 1, 2, 0.17829599999999995, 0.12176173472628052, 0.2223096210224283, 29.69089, 29, 28, 30
44, PCWP, 1, 0, 1, 2, 0.24289599999999995, 0.18102276799254, 0.3587739954567356, 30.471799, 29, 29, 31
44, LVEDVOLUME, 2, 2, 4, 1, 0.2583999999999999, 0.20328321084788947, 0.4107571867012808, 31.581, 29, 30, 32
44, STROKEVOLUME, 2, 1, 3, 1, 0.13727999999999999, 0.06399855341166344, 0.12143636507721112, 28.759599999999995, 29, 27, 32
45, MINVOL, 2, 0, 2, 1, 0.19038539435879243, 0.1550529910199503, 0.44201010151553716, 28.310680592261615, 28, 9, 30
45, SHUNT, 2, 1, 3, 1, 0.14557015179829186, 0.09057540736948988, 0.27019228333520384, 27.592354193831405, 28, 19, 29
45, VENTALV, 2, 2, 4, 1, 0.19157611129193358, 0.12830500517031834, 0.40527648916052794, 28.97943267664948, 28, 24, 30
45, ARTCO2, 1, 2, 3, 2, 0.1282990408771888, 0.07210860145547254, 0.21661445705208648, 26.7492652362469, 28, 19, 28
46, PRESS, 3, 0, 3, 1, 0.04967747624060702, 0.025579937262913757, 0.1292992020188165, 30.556942225733955, 30, 25, 31
46, VENTLUNG, 3, 3, 6, 1, 0.04540972845745758, 0.02932690520147641, 0.13814508878584228, 30.371910170304655, 30, 26, 31
47, HRBP, 2, 0, 2, 5, 0.029597758320090616, 0.0034420680476898724, 0.006239459922108503, 17.37728771983255, 15, 14, 25
47, HREKG, 2, 0, 2, 5, 0.028502846876305086, 0.003272447633019926, 0.005931725516213238, 17.24313362468817, 15, 14, 25
47, HRSAT, 2, 0, 2, 5, 0.028502846876305086, 0.003272447633019926, 0.005931725516213238, 17.24313362468817, 15, 14, 25
47, KINKEDTUBE, 0, 2, 2, 2, 0.005638492205349517, 0.0025388025800444636, 0.005413646209171619, 15.193558434917088, 15, 15, 26
47, MINVOL, 2, 0, 2, 1, 0.10749074269695051, 0.0872896420723086, 0.19329857296331499, 18.569205512368686, 15, 16, 33
47, PVSAT, 2, 1, 3, 2, 0.06786241045532404, 0.021546310195661, 0.052961844814437775, 17.697451610517376, 15, 15, 25
47, SAO2, 2, 1, 3, 2, 0.07671766933535812, 0.023248203686608182, 0.05524555418516797, 17.255825710028304, 15, 16, 31
47, SHUNT, 2, 1, 3, 1, 0.42833923711476407, 0.2933771764021916, 0.67272896392279, 29.505020518097446, 15, 26, 32
47, PRESS, 3, 0, 3, 1, 0.1569371681634786, 0.09381209044936933, 0.1971938293831521, 22.495636819601707, 15, 21, 29
47, DISCONNECT, 0, 1, 1, 3, 0.04397616408694839, 0.027572380161336674, 0.05617528429677843, 16.840576730022466, 15, 16, 29
47, MINVOLSET, 0, 1, 1, 4, 0.06323526908163576, 0.026405034175447373, 0.06128198369075011, 16.871250044760682, 15, 16, 29
47, VENTMACH, 1, 1, 2, 3, 0.09532350737650384, 0.04725356144866111, 0.10593279241116149, 18.34267997525486, 15, 17, 29
47, VENTTUBE, 2, 2, 4, 2, 0.14598198505390206, 0.0871068906449396, 0.19092826753034653, 24.76795972444064, 15, 22, 31
47, VENTLUNG, 3, 3, 6, 1, 0.2408848238047438, 0.1774800112454346, 0.3877275384762424, 24.65293430638769, 15, 23, 30
47, VENTALV, 2, 2, 4, 1, 0.4375097940179181, 0.35178426768888854, 0.8403159390436894, 26.353931541797515, 15, 25, 32
47, ARTCO2, 1, 2, 3, 2, 0.16691799402640284, 0.1098942998328356, 0.24414531558503905, 23.91971443961729, 15, 22, 32
47, CATECHOL, 4, 1, 5, 3, 0.03819459830278904, 0.009814457204340599, 0.018372599384116617, 21.439222505456218, 15, 21, 26
47, HR, 1, 4, 5, 4, 0.032465408634523824, 0.0039832225811504696, 0.007224778836383949, 21.048006936110017, 15, 20, 26
47, CO, 2, 1, 3, 5, 0.02418935263067301, 0.0019039701623190242, 0.0034465941650494436, 16.53881393032775, 15, 15, 20
47, BP, 2, 0, 2, 5, 0.010045289191598528, 3.238057868675259E-4, 5.868811655929118E-4, 13.052867790031984, 15, 10, 15
48, EXPCO2, 2, 0, 2, 2, 0.019371760675273377, 0.010698936242953427, 0.06030909931608197, 24.948756946634827, 25, 21, 26
48, PVSAT, 2, 1, 3, 2, 0.012653174428526866, 0.004051510773156186, 0.0071492100231107525, 25.918657586735204, 25, 24, 26
48, SAO2, 2, 1, 3, 2, 0.01751548011828591, 0.005189843494180002, 0.00819907874019421, 25.911253883681148, 25, 23, 26
